user_id,movie_id,recommendation_date,recommendation_type,recommendation_score,position_in_list
user_04330,movie_0848,2024-03-05,new_releases,0.802,18
user_08803,movie_0434,2025-06-14,trending,0.814,15
user_05721,movie_0377,2024-10-27,similar_users,0.137,9
user_06181,movie_0579,2025-11-11,similar_users,0.542,14
user_02275,movie_0968,2024-02-22,genre_based,0.391,4
user_08940,movie_0824,2025-09-09,new_releases,0.612,13
user_07830,movie_0890,2025-06-03,trending,0.906,1
user_09818,movie_0587,2025-07-03,personalized,0.503,16
user_06190,movie_0016,2025-01-21,genre_based,0.737,3
user_09312,movie_0037,2024-10-16,similar_users,0.952,9
user_06628,movie_0656,2025-11-27,genre_based,0.464,7
user_03585,movie_0808,2025-10-15,similar_users,0.127,16
user_08311,movie_0629,2024-06-13,personalized,0.264,11
user_08499,movie_0602,2025-11-26,trending,0.426,4
user_07779,movie_0568,2024-08-13,similar_users,0.788,15
user_01317,movie_0017,2025-01-26,genre_based,0.203,3
user_08545,movie_0954,2024-02-22,new_releases,0.368,5
user_06602,movie_0541,2024-11-25,personalized,0.117,11
user_09281,movie_0782,2025-07-08,similar_users,0.363,12
user_00857,movie_0205,2025-02-01,personalized,0.203,6
user_07172,movie_0702,2024-10-10,personalized,0.532,8
user_09645,movie_0746,2024-12-14,trending,0.953,4
user_06380,movie_0545,2024-12-09,personalized,0.323,11
user_03026,movie_0747,2025-05-30,genre_based,0.982,7
user_02263,movie_0315,2024-03-12,personalized,0.176,8
user_01636,movie_0911,2025-04-01,similar_users,0.493,12
user_09614,movie_0977,2024-12-28,similar_users,0.679,8
user_03424,movie_0825,2024-06-13,genre_based,0.229,1
user_04887,movie_0660,2025-06-09,trending,0.768,15
user_09557,movie_0832,2025-10-31,similar_users,0.807,13
user_07717,movie_0257,2025-02-28,genre_based,0.509,16
user_04295,movie_0597,2024-08-23,similar_users,,16
user_00348,movie_0405,2025-10-03,personalized,0.647,9
user_06447,movie_0514,2025-06-20,genre_based,0.556,1
user_01524,movie_0627,2024-12-01,trending,0.909,9
user_01211,movie_0983,2024-02-02,similar_users,0.205,20
user_05461,movie_0510,2025-10-06,genre_based,0.861,13
user_02602,movie_0907,2024-08-31,similar_users,0.352,1
user_09577,movie_0703,2024-09-24,similar_users,0.943,11
user_00290,movie_0852,2024-03-31,trending,0.984,8
user_03524,movie_0437,2024-07-17,similar_users,0.893,6
user_04203,movie_0954,2025-09-23,genre_based,0.235,8
user_05033,movie_0717,2024-02-03,trending,0.684,7
user_08332,movie_0924,2024-06-15,genre_based,0.547,12
user_06928,movie_0537,2024-04-28,genre_based,0.615,3
user_00718,movie_0288,2025-11-19,genre_based,0.721,1
user_03780,movie_0582,2025-06-16,similar_users,0.139,13
user_00694,movie_0825,2025-03-22,genre_based,0.766,11
user_08930,movie_0641,2024-01-27,personalized,0.513,18
user_06769,movie_0867,2024-06-25,genre_based,0.851,12
user_04509,movie_0788,2025-08-03,personalized,0.416,14
user_02927,movie_0379,2024-09-01,personalized,0.126,7
user_03293,movie_0739,2024-02-22,new_releases,0.657,15
user_08339,movie_0120,2025-04-25,personalized,0.792,15
user_03019,movie_0136,2025-06-23,similar_users,0.668,18
user_08365,movie_0434,2024-01-31,new_releases,,11
user_00142,movie_0634,2024-09-04,new_releases,0.951,14
user_03357,movie_0684,2024-10-17,trending,0.946,10
user_06621,movie_0075,2025-10-09,new_releases,0.504,7
user_03009,movie_0189,2024-12-28,new_releases,0.655,12
user_05365,movie_0386,2025-05-24,trending,0.3,19
user_06299,movie_0280,2024-06-22,trending,0.308,17
user_04885,movie_0784,2024-12-14,trending,,14
user_00419,movie_0785,2024-07-01,trending,0.421,10
user_01196,movie_0244,2025-09-27,personalized,0.134,2
user_05427,movie_0500,2025-04-26,similar_users,0.251,16
user_09319,movie_0251,2024-09-18,new_releases,0.869,20
user_04484,movie_0117,2025-02-28,genre_based,0.182,19
user_02463,movie_0823,2025-07-22,similar_users,0.538,5
user_01152,movie_0590,2025-11-03,personalized,0.637,7
user_03035,movie_0786,2024-02-13,trending,0.666,18
user_09120,movie_0778,2025-06-24,new_releases,0.664,19
user_00335,movie_0255,2025-05-12,trending,0.941,17
user_08332,movie_0667,2025-07-18,genre_based,0.394,19
user_09877,movie_0570,2025-02-05,genre_based,0.283,1
user_03173,movie_0721,2024-06-13,personalized,0.322,17
user_08993,movie_0144,2024-03-30,personalized,0.685,7
user_08523,movie_0982,2025-01-28,genre_based,0.4,9
user_02766,movie_0991,2025-11-18,genre_based,0.121,9
user_01011,movie_0603,2025-05-14,trending,0.943,20
user_04519,movie_0255,2025-07-21,new_releases,0.494,10
user_03056,movie_0347,2025-09-30,personalized,0.326,12
user_03323,movie_0218,2024-09-12,trending,0.48,13
user_05577,movie_0136,2025-12-10,genre_based,0.384,17
user_02393,movie_0659,2025-01-20,trending,,6
user_00568,movie_0774,2025-02-25,personalized,,1
user_04164,movie_0553,2024-03-31,trending,0.575,4
user_09491,movie_0866,2025-01-29,genre_based,0.8,19
user_05022,movie_0697,2024-03-12,new_releases,0.847,1
user_02238,movie_0023,2025-02-23,new_releases,0.313,3
user_04153,movie_0127,2024-02-05,genre_based,0.244,3
user_00295,movie_0938,2024-01-07,genre_based,0.233,2
user_08539,movie_0067,2025-05-08,new_releases,0.665,17
user_08101,movie_0627,2025-09-06,personalized,0.821,11
user_05178,movie_0232,2024-09-28,personalized,0.664,20
user_01015,movie_0138,2025-03-09,personalized,0.794,14
user_04777,movie_0862,2025-01-27,new_releases,0.313,7
user_09000,movie_0941,2024-04-16,similar_users,0.103,13
user_03387,movie_0473,2024-11-20,personalized,0.374,19
user_05107,movie_0485,2025-01-17,similar_users,0.977,17
user_08065,movie_0129,2025-07-22,trending,0.373,12
user_01269,movie_0139,2024-11-03,genre_based,0.138,16
user_08150,movie_0367,2024-08-05,personalized,0.845,4
user_07266,movie_0612,2024-06-15,similar_users,0.402,8
user_09265,movie_0398,2025-03-04,genre_based,0.923,17
user_01313,movie_0363,2024-03-26,genre_based,0.595,17
user_01665,movie_0220,2025-03-21,new_releases,0.542,2
user_00733,movie_0167,2024-02-29,genre_based,0.569,8
user_01207,movie_0929,2025-10-17,similar_users,0.521,7
user_00502,movie_0402,2025-09-29,similar_users,0.61,3
user_03995,movie_0745,2025-12-21,new_releases,0.831,1
user_02801,movie_0139,2024-11-04,similar_users,0.315,20
user_05592,movie_0665,2024-01-23,trending,,6
user_01868,movie_0398,2025-01-22,trending,0.761,6
user_00397,movie_0879,2025-04-30,personalized,0.685,13
user_06889,movie_0660,2024-05-28,genre_based,0.891,19
user_05234,movie_0808,2024-03-12,similar_users,0.575,10
user_08072,movie_0047,2024-05-30,genre_based,0.307,12
user_03126,movie_0103,2025-12-05,trending,0.184,19
user_08888,movie_0111,2024-03-04,new_releases,0.801,18
user_07821,movie_0981,2024-05-13,new_releases,,14
user_06876,movie_0733,2025-10-30,personalized,0.658,14
user_08541,movie_0210,2025-07-02,similar_users,0.935,12
user_00069,movie_0361,2024-03-23,trending,0.514,8
user_04095,movie_0613,2025-05-10,genre_based,0.607,18
user_06348,movie_0250,2024-06-22,personalized,0.537,5
user_07060,movie_0601,2025-02-27,personalized,0.803,4
user_07014,movie_0502,2024-01-05,personalized,0.936,4
user_06406,movie_0841,2025-02-17,genre_based,0.471,5
user_02531,movie_0739,2025-08-09,personalized,0.985,4
user_04551,movie_0975,2025-09-21,similar_users,0.64,19
user_00846,movie_0660,2025-06-14,similar_users,0.535,8
user_02624,movie_0803,2024-03-16,new_releases,0.608,12
user_04342,movie_0086,2025-10-23,trending,,7
user_06995,movie_0232,2024-02-03,genre_based,0.792,19
user_06878,movie_0432,2025-04-30,trending,0.875,18
user_04478,movie_0214,2024-10-06,new_releases,0.394,10
user_09086,movie_0155,2024-10-24,similar_users,0.617,1
user_07268,movie_0477,2025-09-14,new_releases,0.62,19
user_03516,movie_0082,2025-01-31,new_releases,0.888,16
user_03805,movie_0998,2024-05-03,similar_users,0.775,8
user_07650,movie_0211,2024-06-02,personalized,0.851,13
user_05150,movie_0351,2024-08-03,personalized,0.563,19
user_05625,movie_0888,2024-09-28,trending,0.898,2
user_04563,movie_0024,2025-02-14,trending,,3
user_04055,movie_0247,2024-08-15,similar_users,0.877,12
user_04729,movie_0780,2025-07-03,new_releases,0.624,11
user_05333,movie_0762,2024-12-06,personalized,0.403,18
user_00953,movie_0242,2025-02-11,genre_based,0.27,8
user_09250,movie_0177,2024-07-16,personalized,0.518,10
user_00391,movie_0530,2024-03-30,similar_users,0.167,20
user_07134,movie_0118,2024-09-01,trending,0.858,9
user_02598,movie_0109,2025-11-11,trending,0.705,9
user_07382,movie_0443,2025-01-12,new_releases,,18
user_09613,movie_0676,2024-03-31,similar_users,,14
user_01279,movie_0522,2024-07-02,similar_users,0.227,1
user_06156,movie_0413,2024-06-29,new_releases,0.244,8
user_07661,movie_0588,2025-11-18,new_releases,0.908,19
user_02094,movie_0855,2025-09-01,new_releases,,2
user_04877,movie_0463,2024-07-23,genre_based,0.165,14
user_03414,movie_0508,2025-06-15,personalized,,16
user_07069,movie_0456,2025-04-22,trending,0.789,14
user_09608,movie_0197,2025-09-11,trending,0.615,6
user_07635,movie_0952,2025-07-18,genre_based,0.233,9
user_05358,movie_0620,2025-09-16,genre_based,0.349,14
user_02549,movie_0143,2024-06-02,personalized,,7
user_05845,movie_0292,2024-04-23,new_releases,0.933,9
user_01019,movie_0340,2024-10-15,new_releases,0.832,13
user_05816,movie_0930,2024-11-20,personalized,0.237,17
user_01662,movie_0328,2024-03-11,new_releases,0.685,4
user_00963,movie_0715,2024-07-11,trending,0.185,12
user_04707,movie_0277,2024-08-20,personalized,0.683,12
user_06697,movie_0297,2025-12-15,genre_based,0.207,15
user_05496,movie_0095,2024-11-19,similar_users,0.491,6
user_08752,movie_0311,2025-01-09,similar_users,0.836,3
user_05959,movie_0972,2025-12-08,genre_based,0.449,15
user_04248,movie_0806,2024-11-24,similar_users,0.545,15
user_04373,movie_0975,2025-02-18,similar_users,0.881,16
user_05586,movie_0734,2025-07-17,genre_based,0.761,1
user_00498,movie_0539,2025-03-13,personalized,0.502,2
user_05554,movie_0139,2024-02-25,genre_based,0.118,1
user_01942,movie_0716,2024-11-28,trending,0.335,7
user_04664,movie_0681,2025-12-10,new_releases,0.852,20
user_02492,movie_0286,2025-11-30,personalized,0.879,2
user_04108,movie_0600,2025-04-25,new_releases,0.136,4
user_07732,movie_0543,2024-02-25,new_releases,0.201,4
user_05931,movie_0282,2024-06-02,genre_based,,17
user_00214,movie_0236,2025-10-03,personalized,0.901,2
user_07470,movie_0208,2024-09-13,new_releases,0.413,1
user_00066,movie_0003,2025-11-09,trending,0.891,3
user_00235,movie_0823,2024-05-13,personalized,0.957,19
user_05154,movie_0183,2025-11-23,personalized,0.965,9
user_02556,movie_0918,2024-06-12,trending,0.108,2
user_04311,movie_0761,2025-07-07,genre_based,0.889,4
user_07341,movie_0863,2025-12-27,genre_based,0.434,5
user_03955,movie_0436,2025-03-21,similar_users,0.818,10
user_02314,movie_0353,2025-03-11,personalized,0.46,2
user_05097,movie_0580,2024-03-28,genre_based,,9
user_02982,movie_0950,2024-04-14,new_releases,0.515,14
user_03723,movie_0577,2025-11-03,new_releases,0.443,14
user_05660,movie_0529,2024-01-15,personalized,,8
user_07433,movie_0376,2024-06-03,genre_based,,7
user_03148,movie_0299,2025-12-01,personalized,0.307,19
user_09808,movie_0804,2025-02-14,new_releases,0.213,12
user_09509,movie_0329,2025-10-06,similar_users,0.218,6
user_07366,movie_0164,2024-05-23,trending,0.137,13
user_02701,movie_0550,2025-08-30,trending,0.435,2
user_04919,movie_0638,2025-01-02,personalized,0.242,11
user_07606,movie_0116,2025-07-03,trending,0.905,13
user_03434,movie_0309,2025-10-21,similar_users,0.708,3
user_00596,movie_0746,2025-10-12,similar_users,0.447,6
user_05075,movie_0206,2024-08-27,similar_users,,5
user_08197,movie_0493,2025-03-27,trending,0.415,3
user_04379,movie_0633,2025-10-11,genre_based,0.823,1
user_02515,movie_0394,2024-08-14,personalized,0.274,10
user_03785,movie_0692,2025-11-27,new_releases,0.555,1
user_09207,movie_0669,2025-06-03,genre_based,0.635,17
user_00582,movie_0458,2025-03-11,trending,0.242,11
user_07689,movie_0188,2025-11-25,genre_based,0.709,14
user_01942,movie_0517,2024-04-16,personalized,0.364,11
user_02453,movie_0549,2025-11-16,similar_users,0.69,2
user_03592,movie_0389,2024-03-24,trending,0.756,12
user_00827,movie_0355,2025-09-02,trending,0.265,14
user_08553,movie_0675,2024-10-23,genre_based,0.684,3
user_00934,movie_0994,2024-12-08,new_releases,0.308,11
user_05614,movie_0038,2025-06-13,genre_based,0.456,6
user_08157,movie_0184,2025-11-21,personalized,0.308,14
user_05118,movie_0952,2025-10-18,genre_based,0.623,4
user_08441,movie_0692,2024-07-18,genre_based,0.154,7
user_03452,movie_0178,2024-03-10,similar_users,0.418,4
user_06945,movie_0642,2024-08-08,new_releases,0.94,10
user_00868,movie_0109,2025-05-17,trending,0.845,6
user_09554,movie_0783,2025-12-31,genre_based,,14
user_03650,movie_0690,2025-12-23,genre_based,0.524,15
user_06658,movie_0085,2024-01-03,genre_based,0.831,12
user_09875,movie_0388,2024-04-15,personalized,0.654,13
user_00048,movie_0896,2025-07-23,trending,0.64,17
user_04163,movie_0956,2024-05-08,new_releases,0.626,12
user_09050,movie_0798,2024-10-13,new_releases,,12
user_07438,movie_0675,2025-09-03,similar_users,0.623,10
user_09264,movie_0593,2025-06-01,personalized,0.108,11
user_02715,movie_0434,2025-04-12,genre_based,0.154,10
user_03419,movie_0806,2024-01-13,personalized,0.588,11
user_02468,movie_0932,2025-06-28,genre_based,0.714,11
user_07391,movie_0149,2025-01-13,genre_based,0.127,15
user_00532,movie_0534,2025-06-12,genre_based,0.426,17
user_04535,movie_0586,2024-09-09,similar_users,0.81,5
user_07556,movie_0669,2024-06-22,similar_users,0.121,17
user_08170,movie_0427,2024-06-27,similar_users,0.852,12
user_09987,movie_0540,2024-11-28,genre_based,0.605,7
user_07689,movie_0788,2025-02-23,personalized,0.417,11
user_08513,movie_0940,2024-12-18,new_releases,0.964,10
user_02837,movie_0480,2024-09-23,new_releases,0.348,5
user_08068,movie_0714,2025-05-10,new_releases,0.867,16
user_06628,movie_0809,2024-11-19,new_releases,0.439,8
user_02081,movie_0626,2024-06-05,personalized,0.419,19
user_06823,movie_0922,2025-01-04,new_releases,0.512,6
user_04861,movie_0490,2024-08-08,trending,0.556,18
user_08021,movie_0762,2025-01-08,similar_users,,8
user_05853,movie_0506,2025-04-16,new_releases,,11
user_06735,movie_0239,2025-09-26,personalized,0.146,10
user_03901,movie_0419,2024-05-21,genre_based,0.182,8
user_03558,movie_0112,2025-11-07,trending,,8
user_08866,movie_0403,2025-04-02,similar_users,0.677,19
user_07953,movie_0542,2024-12-28,personalized,0.966,7
user_00328,movie_0490,2025-03-03,personalized,0.821,20
user_06849,movie_0122,2024-08-14,personalized,0.797,1
user_07983,movie_0821,2025-07-11,similar_users,,5
user_07887,movie_0251,2025-11-29,similar_users,0.809,14
user_07160,movie_0489,2025-01-05,new_releases,0.474,5
user_06620,movie_0813,2025-09-18,similar_users,0.511,7
user_05006,movie_0945,2025-04-29,personalized,0.789,10
user_05522,movie_0902,2024-07-21,new_releases,0.339,3
user_08884,movie_0195,2025-01-13,trending,0.229,2
user_01854,movie_0567,2024-08-23,trending,0.291,5
user_02155,movie_0346,2024-10-25,personalized,0.314,4
user_03374,movie_0325,2025-03-08,genre_based,0.432,18
user_04231,movie_0588,2025-02-02,personalized,0.188,15
user_01378,movie_0107,2025-04-07,new_releases,0.605,5
user_09953,movie_0112,2024-07-20,similar_users,0.223,5
user_06169,movie_0048,2025-02-08,personalized,0.932,5
user_05271,movie_0626,2025-11-01,genre_based,0.952,9
user_02867,movie_0392,2024-06-27,similar_users,0.404,19
user_03411,movie_0539,2025-08-13,genre_based,0.166,18
user_00359,movie_0109,2024-01-24,genre_based,0.141,10
user_04094,movie_0569,2024-01-15,similar_users,0.1,7
user_05929,movie_0339,2024-10-06,new_releases,0.537,11
user_02580,movie_0567,2025-04-17,similar_users,0.539,9
user_06383,movie_0448,2024-02-09,similar_users,,4
user_00591,movie_0154,2024-06-26,genre_based,0.592,15
user_09276,movie_0727,2024-11-28,similar_users,0.796,6
user_04216,movie_0855,2024-12-06,trending,0.182,13
user_02277,movie_0264,2024-09-08,similar_users,0.172,9
user_09042,movie_0483,2025-04-14,similar_users,0.475,10
user_05179,movie_0369,2024-04-19,new_releases,0.129,9
user_01335,movie_0309,2025-12-14,personalized,0.86,3
user_04643,movie_0525,2024-02-12,new_releases,,2
user_02674,movie_0669,2025-02-25,new_releases,0.839,5
user_08770,movie_0045,2025-04-11,similar_users,0.675,11
user_08457,movie_0797,2024-09-21,trending,,9
user_05782,movie_0777,2024-01-03,new_releases,0.942,9
user_04322,movie_0132,2025-11-02,personalized,0.719,20
user_05537,movie_0326,2025-03-03,genre_based,0.99,19
user_07592,movie_0548,2025-12-28,similar_users,0.148,13
user_03743,movie_0993,2024-01-17,trending,0.166,12
user_05709,movie_0011,2024-10-17,genre_based,0.578,1
user_01505,movie_0550,2024-02-12,new_releases,0.398,1
user_02153,movie_0065,2025-11-06,genre_based,0.665,9
user_04166,movie_0080,2024-12-14,genre_based,0.835,19
user_09371,movie_0294,2025-01-08,new_releases,0.749,19
user_01877,movie_0017,2024-05-26,similar_users,0.23,13
user_07832,movie_0503,2025-09-12,similar_users,0.462,13
user_08859,movie_0037,2024-10-20,genre_based,0.993,14
user_05429,movie_0963,2025-02-15,similar_users,0.67,17
user_02172,movie_0992,2024-03-15,genre_based,0.123,5
user_01547,movie_0014,2025-12-15,new_releases,0.136,1
user_04702,movie_0408,2024-10-12,trending,0.348,2
user_09848,movie_0858,2024-09-12,genre_based,0.251,14
user_00228,movie_0772,2025-05-07,personalized,,14
user_08598,movie_0176,2024-11-19,new_releases,0.458,1
user_05681,movie_0698,2025-05-04,personalized,0.386,13
user_09504,movie_0064,2025-04-10,personalized,0.971,16
user_04362,movie_0537,2025-09-22,trending,0.869,3
user_06308,movie_0710,2024-08-20,new_releases,0.14,11
user_07198,movie_0551,2024-05-14,personalized,0.165,17
user_02332,movie_0666,2025-09-27,trending,0.735,8
user_06809,movie_0681,2024-06-17,trending,,9
user_03992,movie_0127,2025-07-10,new_releases,0.597,12
user_01553,movie_0914,2025-11-26,similar_users,0.597,11
user_01676,movie_0234,2025-01-22,trending,0.232,12
user_08751,movie_0995,2025-01-25,trending,0.471,17
user_06588,movie_0168,2025-10-02,genre_based,0.604,13
user_09469,movie_0417,2025-10-13,genre_based,0.378,20
user_08365,movie_0839,2025-10-09,genre_based,0.523,3
user_00940,movie_0406,2025-06-08,personalized,0.636,8
user_06647,movie_0332,2024-08-03,trending,0.727,18
user_09098,movie_0338,2025-12-29,new_releases,0.865,12
user_07550,movie_0610,2025-02-02,personalized,0.127,11
user_01586,movie_0274,2024-12-06,similar_users,0.61,2
user_07815,movie_0283,2024-09-12,new_releases,0.445,16
user_02264,movie_0698,2025-08-15,genre_based,0.515,7
user_07396,movie_0845,2025-02-13,personalized,0.201,5
user_01780,movie_0040,2025-09-06,genre_based,0.56,9
user_03541,movie_0231,2025-01-01,personalized,0.45,15
user_01056,movie_0343,2024-08-31,new_releases,0.529,5
user_06777,movie_0262,2025-12-27,trending,0.137,8
user_08693,movie_0203,2025-01-05,personalized,0.943,6
user_06335,movie_0593,2025-12-21,new_releases,0.146,6
user_04140,movie_0758,2024-12-16,personalized,0.796,8
user_00289,movie_0451,2024-02-01,genre_based,0.989,18
user_00126,movie_0623,2024-06-25,personalized,0.367,20
user_05583,movie_0592,2025-03-06,new_releases,0.791,16
user_07766,movie_0580,2025-07-11,similar_users,0.86,7
user_01142,movie_0794,2025-05-12,similar_users,0.282,15
user_09844,movie_0371,2025-05-04,new_releases,0.389,8
user_02237,movie_0587,2024-11-06,new_releases,0.538,10
user_05005,movie_0348,2025-08-26,genre_based,0.342,20
user_04338,movie_0413,2025-12-11,new_releases,0.568,1
user_01367,movie_0068,2025-01-15,new_releases,0.414,19
user_01175,movie_0843,2025-04-25,genre_based,0.258,8
user_09777,movie_0385,2025-05-28,genre_based,0.867,5
user_08888,movie_0857,2025-03-03,genre_based,0.247,15
user_03547,movie_0456,2024-03-12,personalized,0.985,3
user_09926,movie_0188,2025-05-19,genre_based,0.229,1
user_01320,movie_0731,2025-01-10,genre_based,,6
user_03113,movie_0078,2024-06-15,personalized,0.604,2
user_03192,movie_0644,2025-06-14,similar_users,,19
user_00863,movie_0019,2025-12-04,new_releases,0.455,12
user_09614,movie_0611,2025-01-15,similar_users,0.592,2
user_03486,movie_0813,2025-04-22,trending,0.435,10
user_02712,movie_0978,2024-12-31,new_releases,0.774,15
user_00411,movie_0644,2024-10-25,similar_users,0.193,19
user_06639,movie_0319,2025-04-05,trending,0.85,3
user_01028,movie_0814,2025-10-19,personalized,0.661,6
user_06242,movie_0280,2024-10-02,genre_based,0.627,6
user_07128,movie_0045,2025-12-23,personalized,0.624,13
user_01172,movie_0335,2025-06-04,trending,0.664,6
user_04359,movie_0976,2025-05-27,new_releases,0.157,5
user_00612,movie_0579,2024-11-04,similar_users,0.253,16
user_03156,movie_0056,2024-07-29,new_releases,0.707,1
user_06981,movie_0691,2025-11-08,new_releases,0.85,11
user_09248,movie_0718,2024-11-24,similar_users,,17
user_08289,movie_0240,2025-09-06,similar_users,0.922,4
user_06397,movie_0351,2024-12-12,trending,0.271,2
user_09838,movie_0418,2024-07-05,new_releases,0.532,8
user_04231,movie_0073,2025-10-06,personalized,0.925,16
user_06895,movie_0314,2024-11-24,trending,0.596,11
user_04024,movie_0907,2025-10-27,similar_users,0.842,17
user_03249,movie_0771,2024-11-04,trending,0.273,9
user_01018,movie_0241,2024-04-13,personalized,0.928,18
user_02753,movie_0463,2024-12-19,new_releases,0.789,6
user_05667,movie_0962,2024-12-03,genre_based,,7
user_07762,movie_0312,2025-12-04,personalized,0.366,7
user_04003,movie_0410,2024-03-13,similar_users,0.328,15
user_03698,movie_0115,2024-04-25,trending,0.407,2
user_03786,movie_0819,2024-12-07,genre_based,0.502,6
user_00805,movie_0623,2024-12-26,personalized,0.217,1
user_08683,movie_0768,2025-09-09,similar_users,0.824,17
user_05087,movie_0712,2025-01-24,similar_users,0.334,12
user_03474,movie_0240,2025-05-17,genre_based,0.13,16
user_09575,movie_0510,2025-07-13,genre_based,0.654,5
user_03666,movie_0682,2024-11-04,similar_users,0.236,14
user_09598,movie_0823,2024-12-30,similar_users,0.421,2
user_07067,movie_0553,2024-01-26,new_releases,0.159,5
user_06166,movie_0031,2025-05-02,genre_based,0.95,13
user_09298,movie_0860,2024-06-18,genre_based,0.196,19
user_01069,movie_0150,2025-03-09,similar_users,,9
user_00797,movie_0135,2024-09-27,genre_based,0.125,16
user_09363,movie_0840,2025-02-05,personalized,0.467,7
user_02358,movie_0506,2024-05-30,new_releases,0.952,14
user_00969,movie_0708,2025-01-02,new_releases,0.404,6
user_03336,movie_0646,2025-01-03,genre_based,0.26,16
user_04043,movie_0938,2024-05-22,trending,0.238,16
user_01678,movie_0809,2025-07-28,new_releases,0.288,13
user_08393,movie_0778,2024-01-06,new_releases,0.668,4
user_04983,movie_0132,2025-10-16,personalized,0.31,13
user_00667,movie_0136,2024-03-08,similar_users,0.717,1
user_03677,movie_0120,2024-06-11,personalized,0.447,2
user_01267,movie_0944,2025-03-23,similar_users,0.527,20
user_08367,movie_0189,2024-03-31,new_releases,0.468,3
user_08386,movie_0777,2024-11-19,new_releases,0.537,12
user_07878,movie_0840,2025-11-01,trending,0.433,18
user_03578,movie_0283,2025-01-11,genre_based,0.83,7
user_01894,movie_0878,2024-08-28,trending,0.863,12
user_06331,movie_0305,2025-02-02,similar_users,0.351,6
user_04920,movie_0973,2024-08-05,trending,0.312,16
user_00268,movie_0147,2024-01-10,genre_based,0.854,17
user_02226,movie_0007,2025-10-20,genre_based,0.158,12
user_09163,movie_0426,2025-01-10,personalized,0.669,8
user_08852,movie_0766,2024-03-20,genre_based,,12
user_02945,movie_0120,2024-10-31,genre_based,0.912,11
user_04332,movie_0943,2024-12-04,genre_based,0.942,20
user_06960,movie_0062,2024-01-14,similar_users,,5
user_03288,movie_0504,2025-08-14,new_releases,0.747,18
user_09419,movie_0063,2024-04-27,similar_users,0.804,5
user_04014,movie_0303,2025-03-31,trending,0.884,2
user_08827,movie_0438,2025-06-23,genre_based,0.345,7
user_09482,movie_0808,2025-01-21,personalized,0.503,20
user_07518,movie_0062,2025-09-13,new_releases,0.533,20
user_09133,movie_0372,2025-02-26,similar_users,0.476,9
user_06067,movie_0239,2025-01-19,personalized,0.706,11
user_03083,movie_0997,2024-08-05,trending,0.847,18
user_01357,movie_0081,2025-12-24,similar_users,0.655,1
user_06793,movie_0932,2025-02-16,personalized,0.798,20
user_00370,movie_0154,2025-04-15,genre_based,0.722,5
user_01096,movie_0937,2024-01-05,genre_based,0.421,17
user_00306,movie_0916,2024-10-07,genre_based,0.479,19
user_03377,movie_0785,2024-01-13,trending,0.717,19
user_09997,movie_0333,2025-08-18,personalized,0.76,20
user_04790,movie_0369,2024-03-24,genre_based,0.231,17
user_02662,movie_0249,2024-01-12,new_releases,,6
user_06190,movie_0814,2025-12-25,trending,0.991,11
user_02665,movie_0598,2025-12-28,personalized,0.461,10
user_07117,movie_0548,2024-05-01,trending,0.289,9
user_06363,movie_0016,2025-12-06,new_releases,0.3,11
user_00971,movie_0284,2024-07-01,personalized,0.313,11
user_09635,movie_0639,2025-09-15,genre_based,0.509,9
user_00148,movie_0330,2025-08-16,new_releases,0.547,12
user_03209,movie_0996,2024-10-28,personalized,0.82,13
user_08645,movie_0921,2025-04-10,new_releases,0.53,1
user_06789,movie_0170,2025-09-21,genre_based,0.846,8
user_09888,movie_0549,2025-06-26,trending,0.969,3
user_02185,movie_0007,2025-06-18,personalized,0.135,3
user_08213,movie_0091,2024-01-03,genre_based,0.914,3
user_08328,movie_0690,2025-12-26,similar_users,0.183,9
user_09154,movie_0789,2025-11-12,personalized,0.841,18
user_04911,movie_0263,2025-11-13,genre_based,0.893,11
user_01296,movie_0083,2024-06-19,trending,0.511,12
user_03644,movie_0275,2025-10-28,new_releases,0.519,20
user_04232,movie_0297,2024-11-13,new_releases,0.939,18
user_02602,movie_0985,2025-11-08,genre_based,0.889,17
user_09701,movie_0277,2024-12-14,trending,0.663,8
user_08909,movie_0693,2024-05-04,genre_based,0.439,1
user_00364,movie_0858,2024-08-31,personalized,0.628,12
user_06654,movie_0367,2025-11-26,similar_users,0.728,8
user_09864,movie_0841,2024-04-11,trending,0.791,11
user_07824,movie_0022,2024-10-02,similar_users,,7
user_00107,movie_0199,2024-09-20,genre_based,0.935,14
user_02907,movie_0920,2025-05-16,new_releases,0.858,11
user_04392,movie_0700,2024-01-11,new_releases,0.335,14
user_05642,movie_0800,2025-07-30,personalized,0.343,12
user_09933,movie_0372,2024-03-27,new_releases,0.529,19
user_01739,movie_0498,2025-09-01,trending,,17
user_07649,movie_0790,2025-10-14,trending,0.364,3
user_03125,movie_0026,2024-10-03,trending,0.21,2
user_04917,movie_0457,2025-03-23,similar_users,0.315,11
user_09614,movie_0841,2024-03-20,new_releases,0.897,8
user_02237,movie_0643,2024-08-17,similar_users,0.75,5
user_01254,movie_0229,2024-09-08,personalized,0.697,10
user_05359,movie_0435,2025-03-04,new_releases,0.926,16
user_07292,movie_0215,2024-08-04,personalized,0.69,9
user_09437,movie_0675,2025-12-03,similar_users,0.574,6
user_00056,movie_0809,2025-12-03,personalized,0.583,18
user_03118,movie_0400,2025-06-16,genre_based,0.223,16
